,,,,,,,,,,10684,,MW capacity:,27407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reg_no,ref_no,company,site_location,subsite_name,county,mfg_date,original_permit_date,latest_permit_date,date_notes,quantity,capacity_bhp,capacity_kWe,total_capacity_kWe,manufacturer,model,equipment_type,tier,SCR,NOx_g_per_kWh,PM_g_per_kWh,NOx_lb_per_hr,CO_lb_per_hr,VOC_lb_per_hr,PM_lb_per_hr,SO2_lb_per_hr,NOx_uncontrolled_lb_per_hr,CO_uncontrolled_lb_per_hr,VOC_uncontrolled_lb_per_hr,PM_uncontrolled_lb_per_hr,NOx_controls,PM_controls,CO_controls,add_on_control,fuel_type,fuel_spec_raw,max_sulfur_wt_pct,fuel_throughput_limit_raw,operating_hr_per_year,possible_issues,additional_notes,transitory,exempt_from_permitting,
74162,EG-42 through EG-74,"Vantage Data Centers, LLC","45194 Vantage Data Plaza Sterling, VA 20166",,Loudoun,,1/19/2022,4/20/2022,,33,,2750,90750,Caterpillar,3516E,emergency diesel genset,Tier 2,FALSE,8.82,0.17,53.48,10.34,1.25,1.01,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The one-hundred -twenty-one (121) emergency diesel engine gen-sets (Ref. Nos. EG-1 through EG-4 and EG-7 through EG-123) combined shall: Consume no more than 618,474 gallons of diesel fuel oil per year",500,,,FALSE,FALSE,
74162,EG-22 through EG-41,"Vantage Data Centers, LLC","45194 Vantage Data Plaza Sterling, VA 20166",,Loudoun,,3/24/2020,4/20/2022,,20,,2750,55000,Caterpillar,3516E,emergency diesel genset,Tier 2,FALSE,8.82,0.17,53.48,10.34,1.25,1.01,,,,,,"electronic fuel injection, turbocharged engines, and aftercoolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The one-hundred -twenty-one (121) emergency diesel engine gen-sets (Ref. Nos. EG-1 through EG-4 and EG-7 through EG-123) combined shall: Consume no more than 618,474 gallons of diesel fuel oil per year",500,,,FALSE,FALSE,
74162,EG-7 through EG-21,"Vantage Data Centers, LLC","45194 Vantage Data Plaza Sterling, VA 20166",,Loudoun,,5/6/2019,4/20/2022,,15,,2750,41250,Caterpillar,3516E,emergency diesel genset,Tier 2,FALSE,8.82,0.17,53.48,10.34,1.25,1.01,,,,,,"electronic fuel injection, turbocharged engines, and aftercoolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The one-hundred -twenty-one (121) emergency diesel engine gen-sets (Ref. Nos. EG-1 through EG-4 and EG-7 through EG-123) combined shall: Consume no more than 618,474 gallons of diesel fuel oil per year",500,,,FALSE,FALSE,
74162,EG-1through EG-4,"Vantage Data Centers, LLC","45194 Vantage Data Plaza Sterling, VA 20166",,Loudoun,,10/25/2018,4/20/2022,,4,,2750,11000,Caterpillar,3516E,emergency diesel genset,Tier 2,FALSE,8.82,0.17,53.48,10.34,1.25,1.01,,,,,,"electronic fuel injection, turbocharged engines, and aftercoolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The one-hundred -twenty-one (121) emergency diesel engine gen-sets (Ref. Nos. EG-1 through EG-4 and EG-7 through EG-123) combined shall: Consume no more than 618,474 gallons of diesel fuel oil per year",500,,,FALSE,FALSE,
74162,"EG-5, EG-6","Vantage Data Centers, LLC","45194 Vantage Data Plaza Sterling, VA 20166",,Loudoun,,10/25/2018,4/20/2022,,2,,500,1000,Caterpillar,C15,emergency diesel genset,Tier 2,FALSE,7.53,0.17,8.3,2.2,0.1,0.19,,,,,,"electronic fuel injection, turbocharged engines, and aftercoolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The one-hundred -twenty-one (121) emergency diesel engine gen-sets (Ref. Nos. EG-1 through EG-4 and EG-7 through EG-123) combined shall: Consume no more than 618,474 gallons of diesel fuel oil per year",500,,,FALSE,FALSE,
74163,EG1 through EG26,Hayden Technologies LLC,"20491 Goose Landing Lane Leesburg, VA 20175",,Loudoun,,11/13/2018,4/30/2025,,26,,2750,71500,Caterpillar,3516E,emergency diesel genset,Tier 2,FALSE,8.82,0.17,53.48,10.34,1.25,1.01,,,,,,"electronic fuel injection, turbocharged engine, and charge-air coolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74163,EG193 through EG260,Hayden Technologies LLC,"20491 Goose Landing Lane Leesburg, VA 20175",,Loudoun,,11/13/2020,4/30/2025,,68,,2750,187000,Caterpillar,3516E,emergency diesel genset,Tier 2,FALSE,8.82,0.17,53.48,10.34,1.25,1.01,,,,,,"electronic fuel injection, turbocharged engine, and charge-air coolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74163,EG53 through EG62,Hayden Technologies LLC,"20491 Goose Landing Lane Leesburg, VA 20175",,Loudoun,,11/13/2018,4/30/2025,,10,,1750,17500,Caterpillar,3512C,emergency diesel genset,Tier 2,FALSE,8.86,0.14,34.18,5.9,0.91,0.55,,,,,,"electronic fuel injection, turbocharged engine, and charge-air coolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74163,EG261 through EG279,Hayden Technologies LLC,"20491 Goose Landing Lane Leesburg, VA 20175",,Loudoun,,11/13/2020,4/30/2025,,19,,1750,33250,Caterpillar,3512C,emergency diesel genset,Tier 2,FALSE,8.86,0.14,34.18,5.9,0.91,0.55,,,,,,"electronic fuel injection, turbocharged engine, and charge-air coolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74163,Group 3 Power Blocks A through Z,Hayden Technologies LLC,"20491 Goose Landing Lane Leesburg, VA 20175",,Loudoun,,11/13/2020,4/30/2025,,130,,625,81250,Volvo Penta,TWD1673GE,non-emergency diesel genset,Tier 4,TRUE,1.34,0.09,1.85,7.24,0.4,0.13,,,,,,closed loop SCR,,,closed loop SCR,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,"No PM controls listed, and PM emission limits seem a little high for Tier 4. But they are classified as ""non-emergency""",,FALSE,FALSE,
74164,"10-GEN-D1, 10-GEN-E1, 20-GEN-A1, 20-GEN-B1, 20-GEN-C1, 20-GEN-D1, 20-GEN-E1, 20-GEN-A2, 20-GEN-B2, 20-GEN-C2, 20-GEN-D2, & 20-GEN-E2","CyrusOne, LLC","45905 Maries Road Sterling, Virginia 20166",CyrusOne Sterling VIII Facility,,,10/3/2022,10/3/2022,,12,,2500,30000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.72,0.1,48.06,7.05,1.1,0.56,,,,,,"electronic fuel injection, turbocharged engines, and charge air coolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74164,"10-GEN-A1, 10-GEN-B1, 10-GEN-C1, & 10-GEN-R1","CyrusOne, LLC","45905 Maries Road Sterling, Virginia 20166",CyrusOne Sterling VIII Facility,,,2/21/2020,10/3/2022,,4,,2250,9000,Rolls Royce,MTU 16V4000G84S,emergency diesel genset,Tier 2,FALSE,8.91,0.16,44.21,9.37,2.2,0.78,,,,,,"electronic fuel injection, turbocharged engines, and charge air coolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74164,"10-GEN-A2, 10-GEN-B2, 10-GEN-C2 & 10-GEN-R2","CyrusOne, LLC","45905 Maries Road Sterling, Virginia 20166",CyrusOne Sterling VIII Facility,,,3/21/2019,10/3/2022,,4,,2250,9000,Rolls Royce,MTU 16V4000G84S,emergency diesel genset,Tier 2,FALSE,8.91,0.16,44.21,9.37,2.2,0.78,,,,,,"electronic fuel injection, turbocharged engines, and charge air coolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74164,HGEN-1,"CyrusOne, LLC","45905 Maries Road Sterling, Virginia 20166",CyrusOne Sterling VIII Facility,,,3/21/2019,10/3/2022,,1,,1125,1125,Cummins,DQGAF,emergency diesel genset,Tier 2,FALSE,8.27,0.19,20.52,5.73,0.95,0.48,,,,,,"electronic fuel injection, turbocharged engines, and charge air coolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,"1,500 ekW (de-rated to 1,125 ekW)",FALSE,FALSE,
74167,83,"Amazon Data Services, Inc.","9740, 9750, 9730 Hornbaker Rd., 11200 and 12250 Thomasson Barn Rd., Manassas, VA 20109","IAD-108, 109, 607, 132, 133",Prince William,,8/5/2022,8/5/2022,,1,,2500,2500,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.72,0.07,48.06,6.09,1.21,0.4,,,,,,"electronic fuel injection, turbocharged engines, and aftercoolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74167,82,"Amazon Data Services, Inc.","9740, 9750, 9730 Hornbaker Rd., 11200 and 12250 Thomasson Barn Rd., Manassas, VA 20109","IAD-108, 109, 607, 132, 133",Prince William,,6/17/2022,8/5/2022,,1,,1600,1600,Caterpillar,3512C,emergency diesel genset,Tier 2,FALSE,8.72,0.12,30.75,5.78,0.87,0.44,,,,,,"electronic fuel injection, turbocharged engines, and aftercoolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74167,"80, 81","Amazon Data Services, Inc.","9740, 9750, 9730 Hornbaker Rd., 11200 and 12250 Thomasson Barn Rd., Manassas, VA 20109","IAD-108, 109, 607, 132, 133",Prince William,,9/7/2021,8/5/2022,,2,,600,1200,Caterpillar,C18,emergency diesel genset,Tier 2,FALSE,7.24,0.08,9.58,1.59,0.33,0.11,,,,,,"electronic fuel injection, turbocharged engines, and aftercoolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74167,36-79,"Amazon Data Services, Inc.","9740, 9750, 9730 Hornbaker Rd., 11200 and 12250 Thomasson Barn Rd., Manassas, VA 20109","IAD-108, 109, 607, 132, 133",Prince William,,9/7/2021,8/5/2022,,44,,2500,110000,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.72,0.07,48.06,6.09,1.21,0.4,,,,,,"electronic fuel injection, turbocharged engines, and aftercoolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The forty-eight (48) emergency diesel engine gen-sets (Ref. Nos. 36 through 83) combined shall consume no more than 692,378 gallons per year, calculated daily as the sum of each 365-day period (all uses).",500,,,FALSE,FALSE,
74167,33-35,"Amazon Data Services, Inc.","9740, 9750, 9730 Hornbaker Rd., 11200 and 12250 Thomasson Barn Rd., Manassas, VA 20109","IAD-108, 109, 607, 132, 133",Prince William,,4/15/2020,8/5/2022,,3,,2500,7500,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.72,0.07,48.06,6.09,1.21,0.4,,,,,,"electronic fuel injection, turbocharged engines, and aftercoolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74167,Jan-32,"Amazon Data Services, Inc.","9740, 9750, 9730 Hornbaker Rd., 11200 and 12250 Thomasson Barn Rd., Manassas, VA 20109","IAD-108, 109, 607, 132, 133",Prince William,,4/10/2019,8/5/2022,,32,,2500,80000,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.72,0.07,48.06,6.09,1.21,0.4,,,,,,"electronic fuel injection, turbocharged engines, and aftercoolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The eighty-three (83) emergency diesel engine gen-sets (Ref. Nos. 1 through 83) combined shall consume no more than 693,141 gallons per year, calculated daily as the sum of each 365-day period (all uses).",500,,,FALSE,FALSE,
74167,"T1, T2","Amazon Data Services, Inc.","9740, 9750, 9730 Hornbaker Rd., 11200 and 12250 Thomasson Barn Rd., Manassas, VA 20109","IAD-108, 109, 607, 132, 133",Prince William,,4/10/2019,8/5/2022,,2,,2000,4000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.81,0.13,38.85,3.95,1.14,0.57,,,,,,"electronic fuel injection, turbocharged engines, and aftercoolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,TRUE,FALSE,
74169,GEN65 through GEN68,"Aligned Energy, LLC","21890 UUNET Drive, Ashburn, Virginia 20147 (Building 1) 21821 UUNET Drive, Ashburn, Virginia 20147 (Building 2)",,Loudoun,,7/18/2022,7/18/2022,,4,,2500,10000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,7.73,0.11,42.61,6.09,1.21,0.58,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The four (4) emergency diesel engine gen-sets (Ref. Nos. GEN65 through GEN68) combined shall consume no more than 20,657 gallons of diesel fuel oil per year",500,,,FALSE,FALSE,
74169,GEN69 through GEN108,"Aligned Energy, LLC","21890 UUNET Drive, Ashburn, Virginia 20147 (Building 1) 21821 UUNET Drive, Ashburn, Virginia 20147 (Building 2)",,Loudoun,,7/18/2022,7/18/2022,,40,,3000,120000,Caterpillar,3516E,emergency diesel genset,Tier 2,FALSE,8.79,0.14,58.11,11.62,0.58,0.92,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The forty (40) emergency diesel engine gen-sets (Ref. Nos. GEN69 through GEN108) combined shall consume no more than 292,500 gallons of diesel fuel oil per year",500,,,FALSE,FALSE,
74169,GEN1 through GEN64,"Aligned Energy, LLC","21890 UUNET Drive, Ashburn, Virginia 20147 (Building 1) 21821 UUNET Drive, Ashburn, Virginia 20147 (Building 2)",,Loudoun,,5/17/2019,7/18/2022,,64,,2250,144000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,7.2,0.09,35.72,4.8,1.17,0.46,,,,,,"electronic fuel injection, turbocharged engines, and aftercoolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The sixty-four (64) emergency diesel engine gen-sets (Ref. Nos. GEN1 through GEN64) combined shall consume no more than 328,640 gallons of diesel fuel oil per year",500,,,FALSE,FALSE,
